asset_type,name,project,location,display_name,labels
k8s.io/Node,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/nodes/gk3-gke-longevity-primary-pool-1-e095bac1-ndwh,projects/192823657524,europe-north2,gk3-gke-longevity-primary-pool-1-e095bac1-ndwh,addon.gke.io/node-local-dns-ds-ready=true;beta.kubernetes.io/arch=amd64;beta.kubernetes.io/instance-type=ek-standard-8;beta.kubernetes.io/os=linux;cloud.google.com/gke-boot-disk=pd-balanced;cloud.google.com/gke-container-runtime=containerd;cloud.google.com/gke-cpu-scaling-level=8;cloud.google.com/gke-gcfs=true;cloud.google.com/gke-image-streaming=true;cloud.google.com/gke-logging-variant=DEFAULT;cloud.google.com/gke-max-pods-per-node=32;cloud.google.com/gke-memory-gb-scaling-level=32;cloud.google.com/gke-netd-ready=true;cloud.google.com/gke-nodepool=pool-1;cloud.google.com/gke-os-distribution=cos;cloud.google.com/gke-provisioning=standard;cloud.google.com/gke-stack-type=IPV4;cloud.google.com/machine-family=ek;cloud.google.com/private-node=true;failure-domain.beta.kubernetes.io/region=europe-north2;failure-domain.beta.kubernetes.io/zone=europe-north2-a;iam.gke.io/gke-metadata-server-enabled=true;kubernetes.io/arch=amd64;kubernetes.io/hostname=gk3-gke-longevity-primary-pool-1-e095bac1-ndwh;kubernetes.io/os=linux;node.kubernetes.io/instance-type=ek-standard-8;node.kubernetes.io/masq-agent-ds-ready=true;topology.gke.io/zone=europe-north2-a;topology.kubernetes.io/region=europe-north2;topology.kubernetes.io/zone=europe-north2-a
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:392eba70845d0ee8eb8dac762a39bcda112af166e4b100ef50c46011c972e3f4,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:392eba70845d0ee8eb8dac762a39bcda112af166e4b100ef50c46011c972e3f4,
artifactregistry.googleapis.com/DockerImage,//artifactregistry.googleapis.com/projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:c053cfdb81bb91f0eda63b62584f9324f941da6b8fc08f92c057ee3dce560c62,projects/192823657524,europe-north2,projects/live-on-473112/locations/europe-north2/repositories/longevity-app/dockerImages/app@sha256:c053cfdb81bb91f0eda63b62584f9324f941da6b8fc08f92c057ee3dce560c62,
batch.k8s.io/Job,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/batch/jobs/egresscheck,projects/192823657524,europe-north2,egresscheck,batch.kubernetes.io/controller-uid=00d05f4d-b9b4-4372-a1c0-115d2e7a502a;batch.kubernetes.io/job-name=egresscheck;controller-uid=00d05f4d-b9b4-4372-a1c0-115d2e7a502a;job-name=egresscheck
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/egresscheck-5dj7g,projects/192823657524,europe-north2,egresscheck-5dj7g,batch.kubernetes.io/controller-uid=00d05f4d-b9b4-4372-a1c0-115d2e7a502a;batch.kubernetes.io/job-name=egresscheck;controller-uid=00d05f4d-b9b4-4372-a1c0-115d2e7a502a;job-name=egresscheck
compute.googleapis.com/Address,//compute.googleapis.com/projects/live-on-473112/regions/europe-north2/addresses/nat-auto-ip-6118183-8-1758962603876273,projects/192823657524,europe-north2,nat-auto-ip-6118183-8-1758962603876273,
compute.googleapis.com/Router,//compute.googleapis.com/projects/live-on-473112/regions/europe-north2/routers/cr-nat-eno2,projects/192823657524,europe-north2,cr-nat-eno2,
batch.k8s.io/Job,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/batch/jobs/lp-debug,projects/192823657524,europe-north2,lp-debug,app=longevity-app;batch.kubernetes.io/controller-uid=d679f6d1-fcd4-481b-9777-99774e6950cd;batch.kubernetes.io/job-name=lp-debug;controller-uid=d679f6d1-fcd4-481b-9777-99774e6950cd;job-name=lp-debug
iam.googleapis.com/ServiceAccount,//iam.googleapis.com/projects/live-on-473112/serviceAccounts/sa-liveon-app@live-on-473112.iam.gserviceaccount.com,projects/192823657524,global,LiveOn App (Workload Identity),
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/longevity-content-pipeline-29315820-clscz,projects/192823657524,europe-north2,longevity-content-pipeline-29315820-clscz,app=longevity-app;batch.kubernetes.io/controller-uid=9b74c1e9-43b5-4c21-95ed-0ab5bf9054ee;batch.kubernetes.io/job-name=longevity-content-pipeline-29315820;controller-uid=9b74c1e9-43b5-4c21-95ed-0ab5bf9054ee;job-name=longevity-content-pipeline-29315820
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/pods/longevity-content-pipeline-manual-h2spg-l8hjk,projects/192823657524,europe-north2,longevity-content-pipeline-manual-h2spg-l8hjk,app=longevity-app;batch.kubernetes.io/controller-uid=b6270d21-f16d-44e6-880f-ee192161c5ac;batch.kubernetes.io/job-name=longevity-content-pipeline-manual-h2spg;controller-uid=b6270d21-f16d-44e6-880f-ee192161c5ac;job-name=longevity-content-pipeline-manual-h2spg
k8s.io/ServiceAccount,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/serviceaccounts/longevity-app,projects/192823657524,europe-north2,longevity-app,
batch.k8s.io/Job,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/default/batch/jobs/longevity-content-pipeline-29315820,projects/192823657524,europe-north2,longevity-content-pipeline-29315820,app=longevity-app;batch.kubernetes.io/controller-uid=9b74c1e9-43b5-4c21-95ed-0ab5bf9054ee;batch.kubernetes.io/job-name=longevity-content-pipeline-29315820;controller-uid=9b74c1e9-43b5-4c21-95ed-0ab5bf9054ee;job-name=longevity-content-pipeline-29315820
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/kube-dns-5759d889cd-r8hpg,projects/192823657524,europe-north2,kube-dns-5759d889cd-r8hpg,k8s-app=kube-dns;pod-template-hash=5759d889cd
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/filestore-lock-release-controller-7cd87ccb87-lbhts,projects/192823657524,europe-north2,filestore-lock-release-controller-7cd87ccb87-lbhts,component=filestorecsi;k8s-app=filestore-lock-release-controller;pod-template-hash=7cd87ccb87
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/event-exporter-gke-7b58cf65f8-rhmvk,projects/192823657524,europe-north2,event-exporter-gke-7b58cf65f8-rhmvk,k8s-app=event-exporter;pod-template-hash=7b58cf65f8;version=v0.4.0
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-gmp-system/pods/gmp-operator-754755745-d9wtb,projects/192823657524,europe-north2,gmp-operator-754755745-d9wtb,app=managed-prometheus-operator;app.kubernetes.io/component=operator;app.kubernetes.io/name=gmp-operator;app.kubernetes.io/part-of=gmp;app.kubernetes.io/version=0.15.4;pod-template-hash=754755745
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/konnectivity-agent-7dc9d86df5-6tgws,projects/192823657524,europe-north2,konnectivity-agent-7dc9d86df5-6tgws,k8s-app=konnectivity-agent;pod-template-hash=7dc9d86df5
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/anetd-m-tpdq2,projects/192823657524,europe-north2,anetd-m-tpdq2,controller-revision-hash=64866c48dc;k8s-app=cilium;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/fluentbit-gke-big-rtb78,projects/192823657524,europe-north2,fluentbit-gke-big-rtb78,component=fluentbit-gke;controller-revision-hash=86dcfc98dd;k8s-app=fluentbit-gke;kubernetes.io/cluster-service=true;nodeType=big;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/efficiency-daemon-99p4b,projects/192823657524,europe-north2,efficiency-daemon-99p4b,controller-revision-hash=7844fb9dc4;k8s-app=efficiency-daemon;name=efficiency-daemon;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-gmp-system/pods/collector-96z4r,projects/192823657524,europe-north2,collector-96z4r,app=managed-prometheus-collector;app.kubernetes.io/name=collector;app.kubernetes.io/version=0.15.4;controller-revision-hash=58bbbf55b6;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-metadata-server-qdnkl,projects/192823657524,europe-north2,gke-metadata-server-qdnkl,addonmanager.kubernetes.io/mode=Reconcile;controller-revision-hash=75c558dc74;k8s-app=gke-metadata-server;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/ip-masq-agent-546h8,projects/192823657524,europe-north2,ip-masq-agent-546h8,controller-revision-hash=79b844b898;k8s-app=ip-masq-agent;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/node-local-dns-hv8kn,projects/192823657524,europe-north2,node-local-dns-hv8kn,controller-revision-hash=c589b6b;k8s-app=node-local-dns;networking.gke.io/dns-provider=cloud-dns;pod-template-generation=2
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-metrics-agent-bvxdv,projects/192823657524,europe-north2,gke-metrics-agent-bvxdv,component=gke-metrics-agent;controller-revision-hash=74c68ffc9c;k8s-app=gke-metrics-agent;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/pdcsi-node-whscv,projects/192823657524,europe-north2,pdcsi-node-whscv,controller-revision-hash=7d8bcc5dfb;k8s-app=gcp-compute-persistent-disk-csi-driver;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/filestore-node-k4b6p,projects/192823657524,europe-north2,filestore-node-k4b6p,controller-revision-hash=65c5776966;k8s-app=gcp-filestore-csi-driver;pod-template-generation=2
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/netd-5c47t,projects/192823657524,europe-north2,netd-5c47t,controller-revision-hash=7cf4668768;k8s-app=netd;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/parallelstore-csi-node-j2qjr,projects/192823657524,europe-north2,parallelstore-csi-node-j2qjr,controller-revision-hash=9f54bbc89;k8s-app=parallelstore-csi-driver;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gcsfusecsi-node-djzz5,projects/192823657524,europe-north2,gcsfusecsi-node-djzz5,controller-revision-hash=6d798979d7;k8s-app=gcs-fuse-csi-driver;pod-template-generation=1
k8s.io/Node,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/nodes/gk3-gke-longevity-primary-pool-1-c7bc06fe-m682,projects/192823657524,europe-north2,gk3-gke-longevity-primary-pool-1-c7bc06fe-m682,addon.gke.io/node-local-dns-ds-ready=true;beta.kubernetes.io/arch=amd64;beta.kubernetes.io/instance-type=ek-standard-8;beta.kubernetes.io/os=linux;cloud.google.com/gke-boot-disk=pd-balanced;cloud.google.com/gke-container-runtime=containerd;cloud.google.com/gke-cpu-scaling-level=8;cloud.google.com/gke-gcfs=true;cloud.google.com/gke-image-streaming=true;cloud.google.com/gke-logging-variant=DEFAULT;cloud.google.com/gke-max-pods-per-node=32;cloud.google.com/gke-memory-gb-scaling-level=32;cloud.google.com/gke-netd-ready=true;cloud.google.com/gke-nodepool=pool-1;cloud.google.com/gke-os-distribution=cos;cloud.google.com/gke-provisioning=standard;cloud.google.com/gke-stack-type=IPV4;cloud.google.com/machine-family=ek;cloud.google.com/private-node=true;failure-domain.beta.kubernetes.io/region=europe-north2;failure-domain.beta.kubernetes.io/zone=europe-north2-c;iam.gke.io/gke-metadata-server-enabled=true;kubernetes.io/arch=amd64;kubernetes.io/hostname=gk3-gke-longevity-primary-pool-1-c7bc06fe-m682;kubernetes.io/os=linux;node.kubernetes.io/instance-type=ek-standard-8;node.kubernetes.io/masq-agent-ds-ready=true;topology.gke.io/zone=europe-north2-c;topology.kubernetes.io/region=europe-north2;topology.kubernetes.io/zone=europe-north2-c
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/konnectivity-agent-7dc9d86df5-g9pzn,projects/192823657524,europe-north2,konnectivity-agent-7dc9d86df5-g9pzn,k8s-app=konnectivity-agent;pod-template-hash=7dc9d86df5
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/kube-dns-5759d889cd-ccw9b,projects/192823657524,europe-north2,kube-dns-5759d889cd-ccw9b,k8s-app=kube-dns;pod-template-hash=5759d889cd
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/konnectivity-agent-7dc9d86df5-824tf,projects/192823657524,europe-north2,konnectivity-agent-7dc9d86df5-824tf,k8s-app=konnectivity-agent;pod-template-hash=7dc9d86df5
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/node-local-dns-sgpbt,projects/192823657524,europe-north2,node-local-dns-sgpbt,controller-revision-hash=c589b6b;k8s-app=node-local-dns;networking.gke.io/dns-provider=cloud-dns;pod-template-generation=2
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/gke-gmp-system/pods/collector-75cpp,projects/192823657524,europe-north2,collector-75cpp,app=managed-prometheus-collector;app.kubernetes.io/name=collector;app.kubernetes.io/version=0.15.4;controller-revision-hash=58bbbf55b6;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/anetd-m-k9sdl,projects/192823657524,europe-north2,anetd-m-k9sdl,controller-revision-hash=64866c48dc;k8s-app=cilium;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/netd-6t8r9,projects/192823657524,europe-north2,netd-6t8r9,controller-revision-hash=7cf4668768;k8s-app=netd;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/efficiency-daemon-jzbcp,projects/192823657524,europe-north2,efficiency-daemon-jzbcp,controller-revision-hash=7844fb9dc4;k8s-app=efficiency-daemon;name=efficiency-daemon;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/pdcsi-node-8hxhm,projects/192823657524,europe-north2,pdcsi-node-8hxhm,controller-revision-hash=7d8bcc5dfb;k8s-app=gcp-compute-persistent-disk-csi-driver;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/gke-metadata-server-7cdsx,projects/192823657524,europe-north2,gke-metadata-server-7cdsx,addonmanager.kubernetes.io/mode=Reconcile;controller-revision-hash=75c558dc74;k8s-app=gke-metadata-server;pod-template-generation=1
k8s.io/Pod,//container.googleapis.com/projects/live-on-473112/locations/europe-north2/clusters/gke-longevity-primary/k8s/namespaces/kube-system/pods/fluentbit-gke-big-fgcnl,projects/192823657524,europe-north2,fluentbit-gke-big-fgcnl,component=fluentbit-gke;controller-revision-hash=86dcfc98dd;k8s-app=fluentbit-gke;kubernetes.io/cluster-service=true;nodeType=big;pod-template-generation=1
